timestamp,open,high,low,close,volume
2024-12-26,87.6200,89.0800,86.5910,88.2500,29802398
2024-12-24,85.9500,88.4800,85.6400,88.4400,24069774
2024-12-23,83.4500,85.2400,81.8300,85.0600,41822872
2024-12-20,79.0600,85.8600,78.5000,83.0300,72620472
2024-12-19,84.2700,84.5305,80.7500,80.9300,56658794
2024-12-18,91.6500,92.5673,81.2900,82.0900,67424578
2024-12-17,92.3300,92.9099,91.1700,92.0400,34584080
2024-12-16,90.7200,93.7892,90.6700,93.2900,34983844
2024-12-13,89.4200,90.7700,87.8500,89.4000,39831847
2024-12-12,88.1300,88.7700,87.2819,87.5200,33174152
2024-12-11,86.8800,89.6200,86.6800,89.2900,37448946
2024-12-10,86.2500,87.1200,84.0522,84.7600,35770777
2024-12-09,87.2500,87.6624,85.0800,85.6900,34788751
2024-12-06,85.7800,87.8650,85.7200,87.7400,31370339
2024-12-05,86.2500,86.6400,85.3400,85.5400,27010202
2024-12-04,84.8700,86.3700,84.5147,86.2500,34996280
2024-12-03,81.8000,83.3300,81.5300,83.2100,42405439
2024-12-02,80.4800,82.9461,80.2900,82.4800,36819091
2024-11-29,78.1300,80.1700,77.8500,79.8900,20432861
2024-11-27,79.2900,79.3100,76.3322,77.9000,39231823
2024-11-26,79.2900,80.2500,78.8900,79.8300,34873599
2024-11-25,80.1600,80.8700,77.5400,78.6100,45757855
2024-11-22,77.6400,78.6100,76.8800,78.2500,39967439
2024-11-21,78.5500,78.8800,74.5600,77.9600,54932767
2024-11-20,77.1500,77.2900,74.1100,77.2000,50630319
2024-11-19,74.5500,77.5500,74.4200,77.2900,40044137
2024-11-18,74.9300,76.7400,74.3100,75.7700,38982617
2024-11-15,77.2700,77.4500,73.2900,74.2700,60300765
2024-11-14,81.5900,82.0299,79.6200,80.0600,38825655
2024-11-13,81.8600,83.0901,80.6800,81.7900,37494539
2024-11-12,82.5400,82.9700,80.6500,82.1500,34143025
2024-11-11,83.3300,83.4335,81.1800,82.6000,35403035
2024-11-08,82.2200,83.1100,81.9100,82.7500,35029951
2024-11-07,80.1600,82.9300,80.1000,82.5500,49772598
2024-11-06,76.6600,79.2201,76.1942,78.8600,59397067
2024-11-05,70.9500,73.2400,70.9150,72.9400,39676266
2024-11-04,70.6400,71.7550,69.5100,70.2700,41107180
2024-11-01,70.0800,72.3600,69.9700,70.9300,48339443
2024-10-31,73.3100,73.3300,69.4299,69.4500,69452559
2024-10-30,76.5500,76.9800,74.9400,75.1700,40236564
2024-10-29,74.9300,77.4550,74.0700,76.8800,39272579
2024-10-28,76.1900,76.1900,74.6600,74.8100,34581140
2024-10-25,74.7000,77.0000,74.3900,74.7400,57413024
2024-10-24,73.4200,73.8000,72.2400,73.5000,39306370
2024-10-23,74.1700,74.4700,70.2800,71.7900,59086068
2024-10-22,73.8050,75.9500,73.4550,75.2700,38153991
2024-10-21,74.0600,75.4210,73.1800,75.0500,37497864
2024-10-18,74.4600,75.1500,74.1299,74.6400,32075848
2024-10-17,75.5800,75.6000,73.2500,73.3400,48848851
2024-10-16,73.2400,73.4900,71.6700,73.1200,35392097
2024-10-15,76.3500,76.6500,72.1400,73.1600,53153846
2024-10-14,75.4400,76.8200,75.2100,76.2000,33845634
2024-10-11,73.1700,74.8000,72.9000,74.3000,35367615
2024-10-10,73.3200,74.9500,72.7200,74.1100,43030297
2024-10-09,72.5200,74.6300,72.0600,74.3700,39348133
2024-10-08,70.6600,72.9800,70.3100,72.6200,38957040
2024-10-07,71.0500,71.5800,69.0579,69.6000,41201718
2024-10-04,72.0000,72.1600,69.7800,71.9700,55465010
2024-10-03,68.7300,70.8084,68.3900,69.5200,48874717
2024-10-02,69.0100,70.5376,67.8700,69.6800,39559677
2024-10-01,72.2800,72.4300,67.7000,69.4200,67380086
2024-09-30,71.4600,72.6200,70.1800,72.4900,43166952
2024-09-27,73.6200,73.6600,71.3900,71.9300,41465342
2024-09-26,74.9200,75.0700,71.5800,73.1900,53501578
2024-09-25,71.1400,72.4899,71.0590,71.6700,32362441
2024-09-24,71.2800,72.0900,69.3800,71.6500,40629758
2024-09-23,70.6200,71.1500,70.0400,70.6500,34918520
2024-09-20,70.1500,70.6800,68.3100,70.1300,48379784
2024-09-19,70.3000,71.8000,69.4117,70.5800,57400669
2024-09-18,67.0200,68.7600,65.3900,65.6200,83198097
2024-09-17,67.7000,68.2600,65.4700,66.4900,51557229
2024-09-16,66.4200,66.7100,65.0250,66.4500,41165537
2024-09-13,66.1500,67.8700,66.0500,67.3500,43983294
2024-09-12,64.6300,66.8900,63.8900,66.4800,55173519
2024-09-11,61.1800,64.9499,57.7700,64.5700,81737591
2024-09-10,59.7800,60.9150,58.2000,60.7000,45791205
2024-09-09,58.5700,59.4850,57.3350,59.1100,55417464
2024-09-06,61.6100,61.9700,56.7201,56.9900,84952304
2024-09-05,61.1400,63.7194,60.7200,62.0200,55085757
2024-09-04,61.0400,63.3700,60.6500,61.8200,47647310
2024-09-03,67.2600,67.3200,61.2920,62.3500,73786277
2024-08-30,68.1200,68.8700,66.1800,68.6100,46473387
2024-08-29,67.4500,69.4300,65.7900,66.3500,60016829
2024-08-28,68.8000,69.1200,65.1560,66.7000,59312900
2024-08-27,67.7300,69.5000,66.8500,69.0400,35766295
2024-08-26,70.2700,70.6700,67.5300,68.4600,42490653
2024-08-23,70.2000,71.7200,68.5000,70.5300,64376646
2024-08-22,72.8600,73.1600,67.9200,68.3800,63748239
2024-08-21,71.1800,72.6600,70.4201,71.8300,51500357
2024-08-20,70.9000,72.0600,70.0900,70.8600,48929477
2024-08-19,68.6800,71.3500,67.8850,71.3000,45799924
2024-08-16,67.6200,69.2550,67.1900,68.6400,44837575
2024-08-15,66.1300,68.6300,65.9876,68.4600,53212430
2024-08-14,63.9900,64.6370,61.8699,63.6700,62355289
2024-08-13,60.9600,63.7100,60.9000,63.5600,54481434
2024-08-12,59.2300,60.4000,58.1146,59.2500,54486320
2024-08-09,57.4400,59.5300,57.0000,58.8500,62796186
2024-08-08,55.4500,58.3500,54.0100,58.0600,76439627
2024-08-07,57.5700,58.5100,53.0000,53.1900,91375823
2024-08-06,54.1300,57.7500,53.1400,54.9600,96454662
2024-08-05,49.3300,56.1850,48.8000,53.6200,143962225
2024-08-02,59.6500,60.7150,57.0000,58.7400,104922004
2024-08-01,68.5800,70.2200,61.7040,63.3600,105346568
2024-07-31,66.9800,69.0000,66.3800,68.2800,86704189
2024-07-30,66.2800,66.5901,61.3400,62.7900,71531847
2024-07-29,66.2700,67.1854,64.5200,65.4600,57820438
2024-07-26,65.0000,66.3400,63.7800,65.0800,68703452
2024-07-25,65.5600,67.3400,62.1300,63.2700,94063997
2024-07-24,70.2300,70.3801,65.0450,65.4500,79787624
2024-07-23,73.7300,75.1271,73.1400,73.3600,43563549
2024-07-22,73.6500,74.6300,72.1200,74.1600,56404284
2024-07-19,72.8000,73.9700,70.4400,71.0600,59124815
2024-07-18,75.8100,75.9199,71.5500,73.0400,65839241
2024-07-17,77.3300,77.5700,74.0900,74.1500,71420013
2024-07-16,81.9400,82.3500,79.7400,81.3000,41818796
2024-07-15,81.4700,83.6200,80.2300,81.2400,54950241
2024-07-12,79.5100,82.9400,79.2950,80.6400,50509879
2024-07-11,84.9700,85.0600,78.7000,79.3500,74664485
2024-07-10,83.3200,85.2000,82.6706,84.9300,38777428
2024-07-09,82.9200,83.4900,81.6200,82.3500,36186544
2024-07-08,81.8100,82.4650,81.2800,82.1700,36682849
2024-07-05,79.5700,81.8500,79.4300,81.6300,39812276
2024-07-03,76.9500,79.3100,76.9500,79.2300,28075243
2024-07-02,74.2900,77.3800,74.2400,77.3300,37475143
2024-07-01,74.1600,75.2899,72.4199,75.0300,43278690
2024-06-28,75.2900,77.5300,73.4501,73.8200,53901476
2024-06-27,74.3200,75.6988,73.9200,75.0000,37057738
2024-06-26,73.6000,74.7000,73.4100,74.4600,36274772
2024-06-25,72.7900,74.4300,72.3700,74.2800,39304329
2024-06-24,73.8200,74.6300,71.8001,71.8800,46877274
2024-06-21,74.9000,75.5300,73.7219,74.4000,38856467
2024-06-20,77.4600,77.6600,74.2210,75.0900,52727537
2024-06-18,76.8300,77.2320,76.0600,76.9000,33216648
2024-06-17,74.2800,77.7200,73.6700,76.8600,46677296
2024-06-14,72.9500,74.2100,72.7300,74.1700,35777482
2024-06-13,73.5700,73.8885,72.0700,73.1100,43642505
2024-06-12,71.0100,73.0200,70.7200,71.9600,62201343
2024-06-11,67.3200,69.3187,66.6600,69.2300,35693367
2024-06-10,66.5900,68.0599,66.4800,67.8300,36226832
2024-06-07,67.1200,68.3250,66.6200,67.1200,44971673
2024-06-06,67.7400,67.8750,66.8500,67.3700,36515552
2024-06-05,65.1200,67.4800,64.6500,67.4500,52435719
2024-06-04,63.0000,64.1300,62.2700,63.6100,44245905
2024-06-03,63.7300,64.1499,60.9618,63.1400,55717481
2024-05-31,62.6000,62.8900,58.9600,62.5300,71873156
2024-05-30,64.2500,64.2950,61.9900,62.6000,42782383
2024-05-29,64.2400,65.4400,64.2000,64.6800,39641112
2024-05-28,65.8600,66.1000,64.8000,66.0600,41593155
2024-05-24,64.2500,65.8900,63.9400,65.3500,41279013
2024-05-23,66.5000,66.5100,62.8014,63.5700,65438940
2024-05-22,64.6900,65.0000,63.4200,64.5300,40019688
2024-05-21,63.4400,64.6700,63.3500,64.5700,31156965
2024-05-20,63.0200,64.5300,62.9450,64.2400,37269511
2024-05-17,63.0900,63.3550,62.0200,62.9400,35049847
2024-05-16,63.3600,64.2000,62.9900,63.0800,43857620
2024-05-15,61.6900,63.6150,61.0600,63.4700,65240719
2024-05-14,59.3600,60.9000,59.2800,60.6700,46476431
2024-05-13,59.9200,59.9700,58.9802,59.5600,33861003
2024-05-10,59.3600,60.0699,58.5400,59.1700,46334849
2024-05-09,58.5000,58.9993,57.7500,58.7700,40719623
2024-05-08,57.5000,59.0150,57.4500,58.4500,39013598
2024-05-07,58.7200,59.2300,58.2830,58.5600,46660191
2024-05-06,57.4200,58.6000,57.1150,58.5600,41265370
2024-05-03,56.3300,57.1100,55.7300,56.7000,75439019
2024-05-02,52.9200,53.8450,51.2010,53.5100,62414949
2024-05-01,52.1500,54.8000,51.2700,51.6000,104038426
2024-04-30,55.3000,55.8499,52.7315,52.7350,62624286
2024-04-29,56.0800,56.3301,54.8750,55.9400,51177477
2024-04-26,54.0300,55.8700,53.7700,55.2800,67997318
2024-04-25,50.9000,53.1900,50.4800,52.8500,86413647
2024-04-24,54.3200,54.9100,52.8318,53.7100,72158392
2024-04-23,51.6200,53.6150,51.4900,53.1900,75917526
2024-04-22,50.3800,51.7699,49.1700,50.9200,71302374
2024-04-19,52.2800,52.4700,48.8500,49.4800,125403822
2024-04-18,53.8900,54.5600,52.5100,52.7500,86390768
2024-04-17,56.5400,56.5500,53.3500,53.7100,85513176
2024-04-16,55.6900,56.8100,55.2400,55.7800,81883055
2024-04-15,60.2000,60.2300,55.4400,55.7700,101828092
2024-04-12,59.8800,60.3500,58.1200,58.7200,86294903
2024-04-11,59.6100,62.0600,58.6836,61.7000,73465587
2024-04-10,58.3600,59.2750,58.0600,58.9300,101040254
2024-04-09,60.8100,60.9350,58.5750,60.5200,59676612
2024-04-08,60.2100,60.6599,59.3120,59.9000,44599802
2024-04-05,58.4000,60.9287,58.0550,59.8600,76948478
2024-04-04,62.3500,62.6099,57.7401,57.8200,82207905
2024-04-03,59.4000,61.4599,59.3800,60.6800,54926992
2024-04-02,59.8700,60.4200,59.0010,60.2800,54220524
2024-04-01,61.9200,62.9900,61.1200,61.9400,55672072
2024-03-28,61.8900,62.2300,61.4000,61.5600,43511650
2024-03-27,62.5700,62.6300,60.7100,61.9500,55694322
2024-03-26,62.6100,63.0100,61.2800,61.4100,46992994
2024-03-25,61.4800,62.6300,61.0600,61.9900,43334664
2024-03-22,62.2700,63.1700,61.9048,62.6300,45787397
2024-03-21,63.7500,63.9500,62.4200,62.5000,63270936
2024-03-20,60.0700,61.8300,59.3600,61.7000,78277959
2024-03-19,58.5400,59.9800,57.6802,59.8000,59404997
2024-03-18,59.8800,60.8000,59.2900,59.3900,64596873
2024-03-15,58.6900,58.9217,57.2850,57.7600,70441908
2024-03-14,60.8700,61.1000,58.7900,59.9500,79353821
2024-03-13,61.4400,61.4550,59.9687,60.4400,71197327
2024-03-12,60.2900,62.0400,58.9600,61.8800,84304094
2024-03-11,59.4100,59.8800,58.5600,59.3600,72372788
2024-03-08,62.9200,64.1300,59.7700,60.0600,148225630
2024-03-07,61.5500,63.3150,60.9140,62.8100,71185447
2024-03-06,60.7400,61.4260,59.3500,60.1300,90838664
2024-03-05,61.1000,61.1000,58.0200,59.0400,96603453
2024-03-04,63.0900,63.2800,62.3050,62.3800,60209281
2024-03-01,60.7500,63.5100,60.7300,63.1300,70479840
2024-02-29,60.0800,60.8500,58.7800,60.3600,68479880
2024-02-28,59.0300,59.5250,58.5501,58.9400,61751698
2024-02-27,59.9600,60.0900,58.8700,59.9100,54699868
2024-02-26,59.9400,60.3700,59.4300,59.5400,54937679
2024-02-23,60.8300,61.2200,59.2200,59.6200,70195400
2024-02-22,58.7800,60.5950,58.4901,60.1700,89639615
2024-02-21,54.9700,55.4200,53.8200,55.3800,77293151
2024-02-20,56.5800,57.1800,54.5500,56.0800,81660547
2024-02-16,59.1600,59.2100,57.1100,57.4100,75966471
2024-02-15,58.8100,59.2102,57.7300,59.0300,65028589
2024-02-14,57.8000,58.7500,56.8601,58.5400,78075715
2024-02-13,56.2400,57.8700,55.4350,56.7400,94466455
2024-02-12,60.2100,61.1400,59.2750,59.5600,58127494
2024-02-09,59.0300,60.6100,58.7120,60.2700,55111003
2024-02-08,58.3100,58.8900,58.0200,58.5500,49461067
2024-02-07,57.6900,58.6600,57.1700,58.3100,65911717
2024-02-06,57.3800,57.6400,55.6400,56.6200,70062112
2024-02-05,57.1900,57.4200,55.5700,56.9500,69973880
2024-02-02,55.1800,57.6800,54.7900,57.2400,99252481
2024-02-01,53.2900,54.6400,52.9100,54.5000,81130731
2024-01-31,54.1900,54.9840,52.5800,52.6400,101725798
2024-01-30,56.6900,56.9150,55.6000,55.9300,59777219
2024-01-29,55.6100,57.2000,55.3400,57.0700,57988590
2024-01-26,55.6800,56.3900,55.1800,55.4400,64191290
2024-01-25,57.2600,57.5300,55.5200,56.4800,75697602
2024-01-24,56.9500,57.9000,56.1150,56.3200,88927361
2024-01-23,55.0100,55.4800,54.2800,55.4100,56086001
2024-01-22,55.4100,55.9200,54.5101,54.7600,74828256
2024-01-19,52.3200,54.6200,52.1000,54.5400,93179737
2024-01-18,50.5900,51.7200,50.1100,51.5600,91070426
2024-01-17,49.0700,49.5900,47.8700,49.4400,83277288
2024-01-16,49.8800,50.9100,49.3300,50.3100,72937014
2024-01-12,50.6700,50.9800,49.8400,50.3400,64107040
2024-01-11,50.4500,50.9700,48.4000,50.2800,95114158
2024-01-10,49.1700,50.4100,48.8401,50.0400,73810511
2024-01-09,47.6600,49.4100,47.6100,49.0700,74215767
2024-01-08,46.3900,48.9000,46.3300,48.7500,67687074
2024-01-05,45.8600,46.9200,45.4700,45.9800,84840609
2024-01-04,45.8700,46.9700,45.7300,45.8100,71867708
2024-01-03,47.1700,47.5400,46.4301,46.5900,83906123
2024-01-02,49.3500,49.4300,47.2650,48.1300,88135330
2023-12-29,51.3800,51.5236,50.0000,50.7000,67122688
2023-12-28,51.9200,52.0100,51.2700,51.4100,42884113
2023-12-27,51.3500,51.6600,51.0200,51.5400,55314654
2023-12-26,50.6400,51.5100,50.6200,51.2700,43685609
2023-12-22,50.6000,50.9400,49.6400,50.3500,66210036
2023-12-21,49.8900,50.2700,48.9400,50.1450,74544711
2023-12-20,50.4800,51.2700,48.4600,48.5400,88082510
2023-12-19,50.4200,51.0600,50.3550,51.0200,59686431
2023-12-18,49.4900,50.6000,49.3667,50.2700,58217985
2023-12-15,48.9400,49.7900,48.7000,49.2400,78365489
2023-12-14,49.2500,49.7300,47.5501,48.6600,101348862
2023-12-13,47.3800,49.0694,47.1000,48.7400,115040663
2023-12-12,45.9800,47.1000,45.5700,47.0800,71449741
2023-12-11,44.6700,46.0800,44.6000,45.9700,75770017
2023-12-08,43.6500,45.0000,43.5850,44.8300,90894450
2023-12-07,43.4800,44.5400,43.1100,44.3000,81377726
2023-12-06,44.2800,44.3200,42.4100,42.5200,80786153
2023-12-05,42.3100,43.7000,42.2610,43.2900,83770217
2023-12-04,42.9100,43.0745,41.7300,42.9800,90571804
2023-12-01,43.4900,44.4412,42.9240,44.2400,86468789
2023-11-30,44.3000,44.4550,42.8417,43.8700,93197251
2023-11-29,45.2400,45.7300,44.1300,44.2400,88761563
2023-11-28,43.8000,44.6000,43.6700,44.4000,79174530
2023-11-27,44.0050,44.7400,43.7650,44.0500,60928200
2023-11-24,44.2500,44.4500,43.8500,44.1800,31987709
2023-11-22,44.5700,45.4200,44.0540,44.4000,85929175
2023-11-21,44.0900,44.1600,43.2916,43.8900,74137637
2023-11-20,43.1500,44.9500,43.1400,44.7000,83291267
2023-11-17,42.8800,43.5000,42.5650,43.1600,78934433
2023-11-16,42.7600,43.2100,42.3305,43.1300,89022468
2023-11-15,43.6200,43.7800,42.6000,43.0600,109216251
2023-11-14,42.4700,43.2800,42.2900,42.9400,116776212
2023-11-13,40.2500,40.7299,39.7500,40.4000,90215210
2023-11-10,38.7500,40.8300,38.5800,40.7700,124790853
2023-11-09,39.3400,39.7100,38.0604,38.2200,129182608
2023-11-08,39.2000,39.4300,38.4300,39.1500,93980052
2023-11-07,38.3500,39.3700,37.9700,39.0800,102251119
2023-11-06,37.8100,38.2100,37.3200,38.0100,91799830
2023-11-03,36.7000,37.9800,36.6300,37.5800,114330614
2023-11-02,35.7600,36.3800,35.4000,36.3000,117067047
2023-11-01,33.0000,34.6300,32.9700,34.4700,166317806
2023-10-31,32.3200,32.8850,31.5992,32.7800,111461831
2023-10-30,31.9500,32.6900,31.5750,32.3100,132152801
2023-10-27,31.5750,32.2300,30.9500,31.3000,147351082
2023-10-26,32.3800,32.6399,30.4700,30.8600,187023695
2023-10-25,34.6300,34.6800,32.5800,32.7700,164181614
2023-10-24,34.9000,35.5900,34.4000,35.3600,122537254
2023-10-23,33.6750,35.4100,33.0600,34.3900,131799503
2023-10-20,35.5200,35.7000,34.0200,34.0900,138861395
2023-10-19,37.1500,37.5100,35.4401,35.7000,185025168
2023-10-18,37.4700,38.1799,36.3308,36.6800,131582598
2023-10-17,37.5200,38.8200,36.8500,38.3000,105193461
2023-10-16,37.8200,39.0000,37.7700,38.6700,86576077
2023-10-13,39.0900,39.2795,36.9741,37.4100,130093765
2023-10-12,39.4700,40.0500,38.1200,38.8800,118254613
2023-10-11,38.9400,39.4119,38.4000,39.3400,95855425
2023-10-10,38.0050,39.3699,37.8500,38.5200,108054751
2023-10-09,36.6100,38.0900,36.1400,37.9000,105483032
2023-10-06,34.6500,37.6900,34.4100,37.3500,147448715
2023-10-05,35.8900,36.0000,34.5000,35.5600,109003076
2023-10-04,34.7800,36.1900,34.6400,35.9400,126379628
2023-10-03,35.7100,36.3900,34.0400,34.5400,133269526
2023-10-02,35.6700,36.9000,35.4800,36.4700,118231617
2023-09-29,36.5800,37.0000,35.2300,35.6200,143429055
2023-09-28,34.3900,36.1699,34.1310,35.5400,134072893
2023-09-27,34.8090,35.2699,33.6300,34.7000,128435797
2023-09-26,35.3100,35.4800,34.1700,34.4900,105339743
2023-09-25,35.3100,36.1400,35.0100,36.1000,81269205
